cahier,pieceSlug,author,title,wordCount,isAvertissement,tier,wikisource_url,wikisource_status,current_fr_source,fr_file,action
s07-c05,le-22-janvier,etienne-avenard,Le 22 janvier,70524,false,T3,,,Extracted 2026-05-25 from conflated s07-c05--courrier-de-russie.fr.md (lines 882-8943; Avenard's narrative from 'à la frontière russe' through the appendix documents).,src/content/pieces/s07-c05--le-22-janvier.fr.md,skip
s07-c06,le-congo-leopoldien,morel-et-pierre-mille,Le Congo léopoldien,58378,false,T3,,,,src/content/pieces/s07-c06--le-congo-leopoldien.fr.md,skip
s07-c07,les-suppliants-paralleles,charles-peguy,Les suppliants parallèles,25592,false,T1,https://fr.wikisource.org/wiki/Les_Suppliants_parallèles,proofread,Trimmed 2026-05-25; Porché's poem Les suppliants (lines 2965-3175) extracted to sister file.,src/content/pieces/s07-c07--les-suppliants-paralleles.fr.md,use-wikisource
s07-c07,les-suppliants,francois-porche,Les suppliants,1888,false,T3,,,"Extracted 2026-05-25 from conflated s07-c07--les-suppliants-paralleles.fr.md (lines 2965-3175 — Porché's poem, which appeared at the end of the cahier following Péguy's commentary).",src/content/pieces/s07-c07--les-suppliants.fr.md,skip
s07-c08,et-vous-riez,andre-spire,Et vous riez,4797,false,T2,,,Extracted 2026-05-25 from conflated s07-c08--louis-de-gonzague.fr.md (running header 'André Spire' identifies these lines). Text is heavy-OCR-garble — needs cleanup pass.,src/content/pieces/s07-c08--et-vous-riez.fr.md,verify
s07-c08,louis-de-gonzague,charles-peguy,Louis de Gonzague (matière éditoriale),3286,false,T1,,,Trimmed 2026-05-25 from prior conflated OCR. Original file contained Spire poetry (now in et-vous-riez.fr.md) + this Péguy editorial back-matter.,src/content/pieces/s07-c08--louis-de-gonzague.fr.md,done-reocr
s07-c09,de-la-situation-faite-a-l-enseignement-superieur-i,ferdinand-lot,De la situation faite à l'enseignement supérieur. I,37318,false,T2,,,,src/content/pieces/s07-c09--de-la-situation-faite-a-l-enseignement-superieur-i.fr.md,verify
s07-c10,les-freres-ennemis,jerome-et-jean-tharaud,Les frères ennemis,25727,false,T3,,,,src/content/pieces/s07-c10--les-freres-ennemis.fr.md,skip
s07-c11,de-la-situation-faite-a-l-enseignement-superieur,ferdinand-lot,De la situation faite à l'enseignement supérieur,42441,false,T2,,,,src/content/pieces/s07-c11--de-la-situation-faite-a-l-enseignement-superieur.fr.md,verify
s07-c12,le-congo-francais,felicien-challaye,Le Congo français,37565,false,T2,,,,src/content/pieces/s07-c12--le-congo-francais.fr.md,done-reocr
s07-c13,de-la-situation-faite-a-la-defense-militaire,georges-picquart,De la situation faite à la défense militaire,29244,false,T3,,,,src/content/pieces/s07-c13--de-la-situation-faite-a-la-defense-militaire.fr.md,skip
s07-c14,les-vaincus-savonarole,gabriel-trarieux,Les Vaincus. Savonarole,37662,false,T3,,,,src/content/pieces/s07-c14--les-vaincus-savonarole.fr.md,skip
s07-c15,les-cahiers-d-arnold-scherer,charles-peguy,Les cahiers d'Arnold Scherer,39441,false,T1,,,,src/content/pieces/s07-c15--les-cahiers-d-arnold-scherer.fr.md,verify-peguy
s07-c16,les-deux-congos,pierre-mille,Les deux Congos,27894,false,T3,,,,src/content/pieces/s07-c16--les-deux-congos.fr.md,skip
s07-c17,heureux-qui-comme-ulysse,jean-schlumberger,Heureux qui comme Ulysse,20028,false,T2,,,,src/content/pieces/s07-c17--heureux-qui-comme-ulysse.fr.md,verify
s07-c18,la-vie-de-michel-ange-i-la-lutte,romain-rolland,La vie de Michel-Ange. I. La lutte,31869,false,T1,https://fr.wikisource.org/wiki/Vie_de_Michel-Ange,proofread,,src/content/pieces/s07-c18--la-vie-de-michel-ange-i-la-lutte.fr.md,use-wikisource
s07-c19,les-retours-les-haleurs-le-soldat,emile-moselly,"Les retours. Les haleurs, le soldat",17470,false,T3,,,,src/content/pieces/s07-c19--les-retours-les-haleurs-le-soldat.fr.md,skip
s08-c01,petit-index-alphabetique,charles-peguy,Petit index alphabétique,22693,false,T1,,,,src/content/pieces/s08-c01--petit-index-alphabetique.fr.md,verify-peguy
s08-c02,l-abdication,romain-rolland,Vie de Michel-Ange. II — L'abdication,22177,false,T1,,,"fr.wikisource.org — Vie de Michel-Ange, Partie II (Hachette, 1908), subpages Amour/Foi/Solitude 2026-05-25",src/content/pieces/s08-c02--l-abdication.fr.md,verify-rolland
s08-c02,la-vie-de-michel-ange,romain-rolland,La vie de Michel-Ange,18986,false,T1,https://fr.wikisource.org/wiki/Vie_de_Michel-Ange,proofread,,src/content/pieces/s08-c02--la-vie-de-michel-ange.fr.md,use-wikisource
s08-c03,de-la-situation-faite-a-l-histoire-et-a-la-sociologie,charles-peguy,De la situation faite à l'histoire et à la sociologie,19435,false,T1,,,,src/content/pieces/s08-c03--de-la-situation-faite-a-l-histoire-et-a-la-sociologie.fr.md,verify-peguy
s08-c04,jean-christophe,romain-rolland,Jean-Christophe. IV. La révolte. 1. Sables mouvants,39348,false,T1,https://fr.wikisource.org/wiki/La_Révolte_(Jean-Christophe),validated,,src/content/pieces/s08-c04--jean-christophe.fr.md,use-wikisource-jc
s08-c05,de-la-situation-faite-au-parti-intellectuel,charles-peguy,De la situation faite au parti intellectuel,22743,false,T1,,,,src/content/pieces/s08-c05--de-la-situation-faite-au-parti-intellectuel.fr.md,done-reocr
s08-c06,jean-christophe,romain-rolland,Jean-Christophe. IV. La révolte. 2. L'enlisement,18264,false,T1,https://fr.wikisource.org/wiki/La_Révolte_(Jean-Christophe),validated,,src/content/pieces/s08-c06--jean-christophe.fr.md,use-wikisource-jc
s08-c07,les-sonnets-de-shakespeare-i,marie-garnier,Les sonnets de Shakespeare. I,12690,false,T3,,,"Moved 2026-05-25 from s08-c07--untitled.fr.md (mis-slugged by migration parser as 'untitled'; the OCR content is Marie Garnier's French translation of Shakespeare's Sonnets, which is the labeled piece of this cahier).",src/content/pieces/s08-c07--les-sonnets-de-shakespeare-i.fr.md,skip
s08-c08,le-livre-des-livres,jean-bonnerot,Le livre des livres,14106,false,T3,,,,src/content/pieces/s08-c08--le-livre-des-livres.fr.md,skip
s08-c09,jean-christophe,romain-rolland,Jean-Christophe. IV. La révolte. 3. La délivrance,3795,false,T1,https://fr.wikisource.org/wiki/La_Révolte_(Jean-Christophe),validated,,src/content/pieces/s08-c09--jean-christophe.fr.md,use-wikisource-jc
s08-c10,polonais-et-prussiens-i,edmond-bernus,Polonais et Prussiens. I,75228,false,T3,,,,src/content/pieces/s08-c10--polonais-et-prussiens-i.fr.md,skip
s08-c11,bar-cochebas-notre-honneur,jerome-et-jean-tharaud,"Bar-Cochebas, notre honneur",20495,false,T3,,,,src/content/pieces/s08-c11--bar-cochebas-notre-honneur.fr.md,skip
s08-c12,polonais-et-prussiens,edmond-bernus,Polonais et Prussiens,19891,false,T3,,,,src/content/pieces/s08-c12--polonais-et-prussiens.fr.md,skip
s08-c13,swift,henriette-cordelet,Swift,16992,false,T3,,,,src/content/pieces/s08-c13--swift.fr.md,skip
s08-c14,polonais-et-prussiens,edmond-bernus,Polonais et Prussiens,29784,false,T3,,,,src/content/pieces/s08-c14--polonais-et-prussiens.fr.md,skip
s08-c15,les-sonnets-de-shakespeare,marie-garnier,Les sonnets de Shakespeare,15444,false,T3,,,"Moved 2026-05-25 from s08-c15--untitled.fr.md (mis-slugged by migration parser as 'untitled'; the OCR content is Marie Garnier's French translation of Shakespeare's Sonnets, which is the labeled piece of this cahier).",src/content/pieces/s08-c15--les-sonnets-de-shakespeare.fr.md,skip
s08-c16,les-preoccupations-metaphysiques-des-physiciens-modernes,georges-sorel,Les préoccupations métaphysiques des physiciens modernes,27289,false,T2,,,,src/content/pieces/s08-c16--les-preoccupations-metaphysiques-des-physiciens-modernes.fr.md,verify
s09-c01,de-la-situation-faite-au-parti-intellectuel-devant-les-accidents-de-la-gloire-temporelle,charles-peguy,De la situation faite au parti intellectuel devant les accidents de la gloire,43057,false,T1,,,,src/content/pieces/s09-c01--de-la-situation-faite-au-parti-intellectuel-devant-les-accidents-de-la-gloire-temporelle.fr.md,filter-blocked
s09-c02,quarante-huit,robert-dreyfus,Quarante-Huit,39742,false,T3,,,,src/content/pieces/s09-c02--quarante-huit.fr.md,skip
s09-c03,the-socialist-party-and-the-trade-unions,etienne-buisson,Le parti socialiste et les syndicats,30415,false,T3,,,Existing charlespeguy.com vision OCR (raw/s09-c03-ocr.txt); ingested 2026-05-25,src/content/pieces/s09-c03--the-socialist-party-and-the-trade-unions.fr.md,skip
s09-c04,le-rouet-d-ivoire,emile-moselly,Le rouet d'ivoire,39866,false,T3,,,,src/content/pieces/s09-c04--le-rouet-d-ivoire.fr.md,skip
s09-c05,la-representation-proportionnelle,von-wendt,La représentation proportionnelle,25403,false,T3,,,,src/content/pieces/s09-c05--la-representation-proportionnelle.fr.md,skip
s09-c06,un-episode,daniel-halevy,Un épisode,12397,false,T2,,,,src/content/pieces/s09-c06--un-episode.fr.md,verify
s09-c07,par-le-chemin-des-souvenances,rene-salome,Par le chemin des souvenances,10745,false,T3,,,,src/content/pieces/s09-c07--par-le-chemin-des-souvenances.fr.md,skip
s09-c08,der-professor-ist-die-deutsche-nationalkrankheit,gaston-raphael,Der Professor ist die deutsche Nationalkrankheit,30096,false,T3,,,,src/content/pieces/s09-c08--der-professor-ist-die-deutsche-nationalkrankheit.fr.md,skip
s09-c09,alexandre-weill-ou-le-prophete-du-faubourg-saint-honore,robert-dreyfus,"Alexandre Weill, ou le prophète du Faubourg Saint-Honoré",20834,false,T3,,,,src/content/pieces/s09-c09--alexandre-weill-ou-le-prophete-du-faubourg-saint-honore.fr.md,skip
s09-c10,mes-cahiers-rouges-i,maxime-vuillaume,Mes cahiers rouges. I,13851,false,T3,,,,src/content/pieces/s09-c10--mes-cahiers-rouges-i.fr.md,skip
s09-c11,mes-cahiers-rouges,maxime-vuillaume,Mes cahiers rouges,18904,false,T3,,,,src/content/pieces/s09-c11--mes-cahiers-rouges.fr.md,skip
s09-c12,mes-cahiers-rouges,maxime-vuillaume,Mes cahiers rouges,31516,false,T3,,,,src/content/pieces/s09-c12--mes-cahiers-rouges.fr.md,skip
s09-c13,jean-christophe-a-paris-i-la-foire-sur-la-place-1,romain-rolland,Jean-Christophe à Paris. I. La foire sur la Place. 1,38266,false,T1,https://fr.wikisource.org/wiki/La_Foire_sur_la_place,validated,,src/content/pieces/s09-c13--jean-christophe-a-paris-i-la-foire-sur-la-place-1.fr.md,use-wikisource-jc
s09-c14,jean-christophe-in-paris-i-the-fair-on-the-square-2,romain-rolland,Jean-Christophe in Paris. I. The Fair on the Square. 2,41469,false,T1,https://fr.wikisource.org/wiki/La_Foire_sur_la_place,validated,Archive.org vision OCR 2026-05-24 (see PROGRESS.md),src/content/pieces/s09-c14--jean-christophe-in-paris-i-the-fair-on-the-square-2.fr.md,use-wikisource-jc
s09-c15,jean-christophe-a-paris-antoinette,romain-rolland,Jean-Christophe à Paris. Antoinette,39960,false,T1,https://fr.wikisource.org/wiki/Antoinette,validated,,src/content/pieces/s09-c15--jean-christophe-a-paris-antoinette.fr.md,use-wikisource-jc
s09-c16,quand-panurge-ressuscita,pierre-mille,Quand Panurge ressuscita,36042,false,T3,,,,src/content/pieces/s09-c16--quand-panurge-ressuscita.fr.md,skip
s10-c01,l-enfant-et-la-reine-morte,pierre-mille,L'enfant et la reine morte,55955,false,T3,,,,src/content/pieces/s10-c01--l-enfant-et-la-reine-morte.fr.md,skip
s10-c02,dix-contes-ecrits-dans-le-nord,pierre-hamp,Dix contes écrits dans le Nord,27268,false,T3,,,,src/content/pieces/s10-c02--dix-contes-ecrits-dans-le-nord.fr.md,skip
s10-c03,la-peine-des-hommes-i-maree-fraiche,pierre-hamp,La peine des hommes. I. Marée fraîche,23589,false,T3,,,,src/content/pieces/s10-c03--la-peine-des-hommes-i-maree-fraiche.fr.md,skip
s10-c04,vin-de-champagne,pierre-hamp,Vin de Champagne,37901,false,T3,,,Moved 2026-05-25 from conflated s10-c04--la-peine-des-hommes.fr.md (entire cahier OCR; running headers alternate 'la peine des hommes' [series title] / 'VIN DE CHAMPAGNE' [volume title]). The cahier is in fact a single Hamp novel titled Vin de Champagne in the series La peine des hommes.,src/content/pieces/s10-c04--vin-de-champagne.fr.md,skip
s10-c05,le-portrait-d-ibsen,andre-suares,Le portrait d'Ibsen,44732,false,T2,https://fr.wikisource.org/wiki/Ibsen_(RDDM),validated,,src/content/pieces/s10-c05--le-portrait-d-ibsen.fr.md,use-wikisource
s10-c06,plus-pres-des-choses,rene-salome,Plus près des choses,23578,false,T3,,,,src/content/pieces/s10-c06--plus-pres-des-choses.fr.md,skip
s10-c07,mes-cahiers-rouges,maxime-vuillaume,Mes cahiers rouges,33643,false,T3,,,,src/content/pieces/s10-c07--mes-cahiers-rouges.fr.md,skip
s10-c08,mes-cahiers-rouges-v,maxime-vuillaume,Mes cahiers rouges. V,28309,false,T3,,,,src/content/pieces/s10-c08--mes-cahiers-rouges-v.fr.md,skip
s10-c09,dans-la-maison-1,romain-rolland,Jean-Christophe à Paris. III — Dans la maison (texte intégral),58920,false,T1,https://fr.wikisource.org/wiki/Dans_la_maison,validated,"fr.wikisource.org — Dans la maison (Paul Ollendorff, 1908, Tome 3) 2026-05-25",src/content/pieces/s10-c09--dans-la-maison-1.fr.md,use-wikisource-jc
s10-c09,jean-christophe-a-paris,romain-rolland,Jean-Christophe à Paris,2045,false,T1,https://fr.wikisource.org/wiki/Dans_la_maison,validated,,src/content/pieces/s10-c09--jean-christophe-a-paris.fr.md,use-wikisource-jc
s10-c10,jean-christophe-a-paris,romain-rolland,Jean-Christophe à Paris. II. Dans la maison. 2,76519,false,T1,https://fr.wikisource.org/wiki/Dans_la_maison,validated,,src/content/pieces/s10-c10--jean-christophe-a-paris.fr.md,use-wikisource-jc
s10-c11,mes-cahiers-rouges,maxime-vuillaume,Mes cahiers rouges,6316,false,T3,,,,src/content/pieces/s10-c11--mes-cahiers-rouges.fr.md,skip
s10-c12,le-travail-de-zarathoustra,daniel-halevy,Le travail de Zarathoustra,27,false,T2,,,,src/content/pieces/s10-c12--le-travail-de-zarathoustra.fr.md,verify
s10-c13,a-nos-amis-a-nos-abonnes,charles-peguy,"A nos amis, à nos abonnés",45596,false,T1,,,,src/content/pieces/s10-c13--a-nos-amis-a-nos-abonnes.fr.md,skip-editorial
s11-c01,visite-a-pascal,andre-suares,Visite à Pascal,21379,false,T2,https://fr.wikisource.org/wiki/Visite_à_Pascal,validated,,src/content/pieces/s11-c01--visite-a-pascal.fr.md,use-wikisource
s11-c02,le-portique,gabriel-trarieux,Le portique,21988,false,T3,,,,src/content/pieces/s11-c02--le-portique.fr.md,skip
s11-c03,l-homme-en-proie-aux-enfants,albert-thierry,L'homme en proie aux enfants,47033,false,T3,,,Archive.org vision OCR 2026-05-24 (see PROGRESS.md),src/content/pieces/s11-c03--l-homme-en-proie-aux-enfants.fr.md,skip
s11-c04,la-carte-au-lisere-vert,georges-delahache,La carte au liseré vert,66384,false,T3,,,,src/content/pieces/s11-c04--la-carte-au-lisere-vert.fr.md,skip
s11-c05,israel-zangwill,andre-spire,Israël Zangwill,23843,false,T2,,,,src/content/pieces/s11-c05--israel-zangwill.fr.md,verify
s11-c06,le-mystere-de-la-charite-de-jeanne-d-arc,charles-peguy,Le mystère de la charité de Jeanne d'Arc,47409,false,T1,https://fr.wikisource.org/wiki/Le_Mystère_de_la_charité_de_Jeanne_d'Arc,proofread,"fr.wikisource.org — Œuvres complètes, Tome 5 (NRF 1918), 2026-05-25",src/content/pieces/s11-c06--le-mystere-de-la-charite-de-jeanne-d-arc.fr.md,use-wikisource
s11-c07,jean-christophe,romain-rolland,Jean-Christophe. III. La fin du voyage. I. Les amies. 1,31485,false,T1,https://fr.wikisource.org/wiki/Les_Amies_(Jean-Christophe),validated,,src/content/pieces/s11-c07--jean-christophe.fr.md,use-wikisource-jc
s11-c08,jean-christophe,romain-rolland,Jean-Christophe. III. La fin du voyage. I. Les amies. 2,32427,false,T1,https://fr.wikisource.org/wiki/Les_Amies_(Jean-Christophe),validated,,src/content/pieces/s11-c08--jean-christophe.fr.md,use-wikisource-jc
s11-c09,mes-cahiers-rouges,maxime-vuillaume,Mes cahiers rouges,42043,false,T3,,,,src/content/pieces/s11-c09--mes-cahiers-rouges.fr.md,skip
s11-c10,apologie-pour-notre-passe,daniel-halevy,Apologie pour notre passé,28638,false,T2,,,,src/content/pieces/s11-c10--apologie-pour-notre-passe.fr.md,done-reocr
s11-c11,la-maison-vers-le-lac,joseph-melon,La maison vers le lac,14322,false,T3,,,,src/content/pieces/s11-c11--la-maison-vers-le-lac.fr.md,skip
s11-c12,notre-jeunesse-les-milliet,charles-peguy,Notre jeunesse. Les Milliet,67110,false,T1,,,,src/content/pieces/s11-c12--notre-jeunesse-les-milliet.fr.md,verify-peguy
s11-c13,the-milliets-i-up-to-the-threshold-of-exile,paul-milliet,Les Milliet. I — Jusqu'au seuil de l'exil,21455,false,T3,,,Existing charlespeguy.com vision OCR (raw/s11-c13-ocr.txt); ingested 2026-05-25,src/content/pieces/s11-c13--the-milliets-i-up-to-the-threshold-of-exile.fr.md,skip
s11-c14,the-milliets-ii-farewells,paul-milliet,Les Milliet. II — Adieux,21713,false,T3,,,Existing charlespeguy.com vision OCR (raw/s11-c14-ocr.txt); ingested 2026-05-25,src/content/pieces/s11-c14--the-milliets-ii-farewells.fr.md,skip
s12-c01,victor-marie-comte-hugo,charles-peguy,"Victor-Marie, comte Hugo",69436,false,T1,"https://fr.wikisource.org/wiki/Victor-Marie,_comte_Hugo",proofread,,src/content/pieces/s12-c01--victor-marie-comte-hugo.fr.md,use-wikisource
s12-c02,les-amis-des-cahiers,paul-milliet,"""Les amis des cahiers""",28,false,T3,,,,src/content/pieces/s12-c02--les-amis-des-cahiers.fr.md,skip
s12-c03,my-first-testament,julien-benda,Mon premier testament,12563,false,T2,,,Existing charlespeguy.com vision OCR (raw/s12-c03-ocr.txt); ingested 2026-05-25,src/content/pieces/s12-c03--my-first-testament.fr.md,verify
s12-c04,vies-paralleles,paul-milliet,Vies parallèles,34241,false,T3,,,,src/content/pieces/s12-c04--vies-paralleles.fr.md,skip
s12-c05,dialogue-d-eleuthere,julien-benda,Dialogue d'Eleuthère,22851,false,T2,,,Archive.org vision OCR 2026-05-24 (see PROGRESS.md),src/content/pieces/s12-c05--dialogue-d-eleuthere.fr.md,verify
s12-c06,les-milliet-v-jours-heureux,paul-milliet,Les Milliet. V. Jours heureux,66490,false,T3,,,,src/content/pieces/s12-c06--les-milliet-v-jours-heureux.fr.md,skip
s12-c07,tolstoi-vivant,andre-suares,Tolstoi vivant,47984,false,T2,,,,src/content/pieces/s12-c07--tolstoi-vivant.fr.md,done-reocr
s12-c08,mes-maitres-et-mes-amis,paul-milliet,Mes maîtres et mes amis,39700,false,T3,,,,src/content/pieces/s12-c08--mes-maitres-et-mes-amis.fr.md,skip
s12-c09,l-ordination,julien-benda,L'ordination,17411,false,T2,,,Archive.org vision OCR 2026-05-24 (see PROGRESS.md),src/content/pieces/s12-c09--l-ordination.fr.md,verify
s12-c10,les-milliet,paul-milliet,Les Milliet,41747,false,T3,,,Archive.org vision OCR 2026-05-24 (see PROGRESS.md),src/content/pieces/s12-c10--les-milliet.fr.md,skip
s12-c10,oeuvres-choisies-postface,charles-peguy,Œuvres choisies (postface),6024,false,T1,,,"Existing s12-c10-ocr.txt vision OCR (charlespeguy.com), pp.149-174, 2026-05-25",src/content/pieces/s12-c10--oeuvres-choisies-postface.fr.md,verify-peguy
s13-c01,voyage-d-etudes-en-italie,paul-milliet,Voyage d'études en Italie,36595,false,T3,,,,src/content/pieces/s13-c01--voyage-d-etudes-en-italie.fr.md,skip
s13-c02,a-new-theologian-m-fernand-laudet,charles-peguy,"Un nouveau théologien, M. Fernand Laudet",75800,false,T1,,,Existing charlespeguy.com vision OCR (raw/s13-c02-ocr.txt); ingested 2026-05-25,src/content/pieces/s13-c02--a-new-theologian-m-fernand-laudet.fr.md,verify-peguy
s13-c03,la-guerre-de-france,ix,La guerre de France,485,false,T3,,,,src/content/pieces/s13-c03--la-guerre-de-france.fr.md,skip
s13-c04,le-porche-du-mystere-de-la-deuxieme-vertu,charles-peguy,Le porche du mystère de la deuxième vertu,38928,false,T1,https://fr.wikisource.org/wiki/Le_Porche_du_mystère_de_la_deuxième_vertu,proofread,,src/content/pieces/s13-c04--le-porche-du-mystere-de-la-deuxieme-vertu.fr.md,use-wikisource
s13-c05,jean-christophe-le-buisson-ardent-1,romain-rolland,Jean-Christophe. Le buisson ardent. 1,74416,false,T1,https://fr.wikisource.org/wiki/Le_Buisson_ardent,validated,,src/content/pieces/s13-c05--jean-christophe-le-buisson-ardent-1.fr.md,use-wikisource-jc
s13-c06,jean-christophe-le-buisson-ardent-2,romain-rolland,Jean-Christophe. Le buisson ardent. 2,23924,false,T1,https://fr.wikisource.org/wiki/Le_Buisson_ardent,validated,,src/content/pieces/s13-c06--jean-christophe-le-buisson-ardent-2.fr.md,use-wikisource-jc
s13-c07,the-milliets-x-the-commune-and-the-second-siege-of-paris,paul-milliet,Les Milliet. X — La Commune et le second siège de Paris,28532,false,T3,,,Existing charlespeguy.com vision OCR (raw/s13-c07-ocr.txt); ingested 2026-05-25,src/content/pieces/s13-c07--the-milliets-x-the-commune-and-the-second-siege-of-paris.fr.md,skip
s13-c08,dostoievski,andre-suares,Dostoïevski,29151,false,T2,https://fr.wikisource.org/wiki/Dostoïevski_(Suarès),validated,,src/content/pieces/s13-c08--dostoievski.fr.md,use-wikisource
s13-c09,un-cas-de-conscience,paul-milliet,Un cas de conscience,155,false,T3,,,,src/content/pieces/s13-c09--un-cas-de-conscience.fr.md,skip
s13-c10,l-ami-desabuse,joseph-melon,L'ami désabusé,70033,false,T3,,,,src/content/pieces/s13-c10--l-ami-desabuse.fr.md,skip
s13-c11,deux-drames,maxime-vuillaume,Mes cahiers rouges. VIII. Deux drames,42755,false,T3,,,"Archive.org vision OCR 2026-05-24; HathiTrust alt-scan splice for pp.20-21, 118-121 (see PROGRESS.md §1)",src/content/pieces/s13-c11--deux-drames.fr.md,skip
s13-c12,le-mystere-des-saints-innocents,charles-peguy,Le mystère des saints Innocents,43261,false,T1,https://fr.wikisource.org/wiki/Le_Mystère_des_saints_innocents,partial,"fr.wikisource.org — Œuvres complètes, Tome 6 (NRF 1919), 2026-05-25",src/content/pieces/s13-c12--le-mystere-des-saints-innocents.fr.md,use-wikisource
s14-c01,de-napoleon,andre-suares,De Napoléon,9226,false,T2,,,,src/content/pieces/s14-c01--de-napoleon.fr.md,verify
s14-c02,jean-christophe-la-nouvelle-journee-1,romain-rolland,Jean-Christophe. La nouvelle journée. 1,40022,false,T1,https://fr.wikisource.org/wiki/La_Nouvelle_Journée,validated,,src/content/pieces/s14-c02--jean-christophe-la-nouvelle-journee-1.fr.md,use-wikisource-jc
s14-c03,jean-christophe-la-nouvelle-journee-2,romain-rolland,Jean-Christophe. La nouvelle journée. 2,2293,false,T1,https://fr.wikisource.org/wiki/La_Nouvelle_Journée,validated,,src/content/pieces/s14-c03--jean-christophe-la-nouvelle-journee-2.fr.md,use-wikisource-jc
s14-c04,l-ordination,julien-benda,L'ordination. II — La chute,10312,false,T2,,,Replacement: existing charlespeguy.com vision OCR (raw/s14-c04-ocr.txt) — overwrote prior Tesseract-garbage migration body 2026-05-25,src/content/pieces/s14-c04--l-ordination.fr.md,verify
s14-c05,la-tapisserie-de-sainte-genevieve-et-de-jeanne-d-arc,charles-peguy,La tapisserie de sainte Geneviève et de Jeanne d'Arc,24439,false,T1,https://fr.wikisource.org/wiki/La_Tapisserie_de_sainte_Geneviève_et_de_Jeanne_d'Arc,validated,,src/content/pieces/s14-c05--la-tapisserie-de-sainte-genevieve-et-de-jeanne-d-arc.fr.md,use-wikisource
s14-c06,l-argent,charles-peguy,L'argent,28610,false,T1,https://fr.wikisource.org/wiki/L’Argent_(Péguy),validated,,src/content/pieces/s14-c06--l-argent.fr.md,use-wikisource
s14-c07,depuis-1880-l-enseignement-primaire,naudy,"Depuis 1880, l'enseignement primaire",34322,false,T3,,,,src/content/pieces/s14-c07--depuis-1880-l-enseignement-primaire.fr.md,skip
s14-c08,les-chants-de-l-ame-reveillee,rene-salome,Les chants de l'âme réveillée,11750,false,T3,,,Existing charlespeguy.com vision OCR (raw/s14-c08-ocr.txt); ingested 2026-05-25,src/content/pieces/s14-c08--les-chants-de-l-ame-reveillee.fr.md,skip
s14-c09,l-argent-suite,charles-peguy,L'argent suite,71577,false,T1,https://fr.wikisource.org/wiki/L’Argent_suite,proofread,,src/content/pieces/s14-c09--l-argent-suite.fr.md,use-wikisource
s14-c10,la-tapisserie-de-notre-dame,charles-peguy,La tapisserie de Notre Dame,21559,false,T1,https://fr.wikisource.org/wiki/La_Tapisserie_de_Notre_Dame,validated,,src/content/pieces/s14-c10--la-tapisserie-de-notre-dame.fr.md,use-wikisource
s14-c11,mes-cahiers-rouges,maxime-vuillaume,Mes cahiers rouges. IX — Lettres et témoignages,30161,false,T3,,,"Existing charlespeguy.com vision OCR (raw/s14-c11-ocr.txt, leaves 0373-0535) 2026-04-21; ingested 2026-05-25",src/content/pieces/s14-c11--mes-cahiers-rouges.fr.md,skip
s15-c01,ecoute-israel,edmond-fleg,Ecoute Israël,24183,false,T2,,,,src/content/pieces/s15-c01--ecoute-israel.fr.md,verify
s15-c02,une-philosophie-pathetique,julien-benda,Une philosophie pathétique,34416,false,T2,,,,src/content/pieces/s15-c02--une-philosophie-pathetique.fr.md,verify
s15-c03,la-loi-militaire,joseph-reinach,La loi militaire,75895,false,T2,,,Archive.org vision OCR 2026-05-24 (see PROGRESS.md),src/content/pieces/s15-c03--la-loi-militaire.fr.md,verify
s15-c04,eve,charles-peguy,Eve,80410,false,T1,https://fr.wikisource.org/wiki/Ève_(Péguy),validated,,src/content/pieces/s15-c04--eve.fr.md,use-wikisource
s15-c05,francois-villon,andre-suares,François Villon,19213,false,T2,,,,src/content/pieces/s15-c05--francois-villon.fr.md,verify
s15-c06,l-exode,georges-delahache,L'Exode,56433,false,T3,,,Existing charlespeguy.com vision OCR (raw/s15-c06-ocr.txt); ingested 2026-05-25,src/content/pieces/s15-c06--l-exode.fr.md,skip
s15-c07,notre-pays,rene-salome,Notre pays,22140,false,T3,,,,src/content/pieces/s15-c07--notre-pays.fr.md,skip
s15-c08,note-sur-m-bergson-et-la-philosophie-bergsonienne,charles-peguy,Note sur M. Bergson et la philosophie bergsonienne,13044,false,T1,https://fr.wikisource.org/wiki/Note_sur_M._Bergson,proofread,,src/content/pieces/s15-c08--note-sur-m-bergson-et-la-philosophie-bergsonienne.fr.md,use-wikisource
s15-c09,mes-cahiers-rouges-x-proscrits,maxime-vuillaume,Mes cahiers rouges. X. Proscrits,51409,false,T3,,,Archive.org vision OCR 2026-05-24 (see PROGRESS.md),src/content/pieces/s15-c09--mes-cahiers-rouges-x-proscrits.fr.md,skip
s15-c10,nous,francois-porche,Nous,14151,false,T3,,,Existing charlespeguy.com vision OCR (raw/s15-c10-ocr.txt); ingested 2026-05-25,src/content/pieces/s15-c10--nous.fr.md,skip
